"","PAR_ED_PCT_1STGEN","MN_EARN_WNE_P6","PCT75_EARN_WNE_P6","INC_PCT_M2","NPT4_PUB","GT_25K_P6","C100_4"
"7413",0.5088692224,27500,37600,0.1009533566,6399.64135021097,0.512,0.502531767072135
"5556",0.35,24400,32800,0.1464285714,6399.64135021097,0.452,0.502531767072135
"2708",0.4545454545,21700,29300,0.0737033667,8253,0.369,0.502531767072135
"3275",0.2995780591,40000,49100,0.1875,6399.64135021097,0.77,0.6987
"1125",0.4757281553,25800,36100,0.508220223752151,6471,0.432,0.502531767072135
"5429",0.6060762101,22400,29200,0.0324650812,6399.64135021097,0.367,0.502531767072135
"7522",0.563012489,31700,42200,0.0853232382,6399.64135021097,0.563,0.502531767072135
"3758",0.578262889,24000,32000,0.0843833524,6230,0.392,0.502531767072135
"3672",0.4372427984,27400,40900,0.1095280499,6399.64135021097,0.452,0.502531767072135
"1315",0.45,22300,30900,0.508220223752151,6399.64135021097,0.4,0.502531767072135
"3440",0.2006615215,43100,56400,0.1547491996,6399.64135021097,0.789,0.6385
"3874",0.47036481013588,24800,29800,0.1111111111,6399.64135021097,0.336,0.4699
"1573",0.35,51000,68600,0.1225806452,6399.64135021097,0.735,0.2051
"1733",0.4163319946,44000,62000,0.1448763251,6399.64135021097,0.737,0.5274
"4354",0.4874431058,37100,51300,0.0858097415,6399.64135021097,0.611,0.1176
"584",0.3659793814,31100,42800,0.0631067961,6399.64135021097,0.565,0.502531767072135
"270",0.6605664488,22100,30700,0.0457113508,6399.64135021097,0.339,0.502531767072135
"4866",0.5099347495,35400,47400,0.0733325573,6399.64135021097,0.659,0.1842
"4527",0.6498316498,21400,30100,0.05907173,6399.64135021097,0.394,0.502531767072135
"7453",0.4429472477,29200,40300,0.138946281,6399.64135021097,0.515,0.502531767072135
"3840",0.4373040752,26700,35000,0.1288088643,6399.64135021097,0.48,0.5
"4549",0.5309236948,21800,29800,0.102970297,6399.64135021097,0.386,0.502531767072135
"1807",0.5160706832,26900,37300,0.0591993186,3969,0.449,0.502531767072135
"1952",0.2748655914,44300,59200,0.1838509317,6399.64135021097,0.779,0.5461
"3421",0.3804523425,43800,57000,0.1870286576,6399.64135021097,0.723,0.4454
"1324",0.1546391753,37600,46700,0.2081005587,6399.64135021097,0.776,0.6477
"5643",0.5416670368,39500,52600,0.0773824334,6399.64135021097,0.639,0
"794",0.5290456432,27500,38000,0.508220223752151,10729,0.462,0.502531767072135
"6531",0.6543949772,19100,24800,0.036944494,6399.64135021097,0.247,0.502531767072135
"4643",0.4170212766,40300,55800,0.0931034483,6399.64135021097,0.705,0.502531767072135
"2483",0.5313653137,28100,38400,0.0927536232,6399.64135021097,0.55,0.502531767072135
"3422",0.4115755627,27600,37300,0.1651917404,6399.64135021097,0.521,0.2874
"3778",0.7063758389,21300,25400,0.508220223752151,6399.64135021097,0.261,0.502531767072135
"1366",0.3779816514,36200,46800,0.2133333333,6399.64135021097,0.704,0.313
"3998",0.4474327628,46200,63500,0.0673913043,6399.64135021097,0.725,0.502531767072135
"569",0.5340798442,29500,40100,0.1236185018,9486,0.559,0.502531767072135
"2096",0.225250501,44000,57600,0.1347384268,6399.64135021097,0.785,0.5819
"1605",0.3621288083,28600,39200,0.151616128,15926,0.549,0.1182
"2149",0.4494314782,50600,65900,0.1863905325,6399.64135021097,0.802,0.1471
"6751",0.6382871537,16200,23500,0.0231232182,6399.64135021097,0.218,0.502531767072135
"3366",0.4634146341,47200,61300,0.2067669173,6399.64135021097,0.805,0.502531767072135
"5882",0.5607371192,19500,27400,0.0486768134,6399.64135021097,0.308,0.502531767072135
"3115",0.2911392405,47500,66100,0.1738396624,6399.64135021097,0.783,0.6118
"5454",0.4991134752,36100,49200,0.1446700508,14586,0.642,0.2705
"4749",0.6584038694,22300,30100,0.0486526946,6399.64135021097,0.402,0.502531767072135
"6448",0.5214854804,41600,54700,0.0731064995,6399.64135021097,0.697,0.502531767072135
"2947",0.578125,34200,48600,0.508220223752151,13506,0.623,0.502531767072135
"2865",0.2310606061,29000,42700,0.1775362319,6399.64135021097,0.52,0.6117
"4555",0.5546852335,24200,33400,0.0614472123,6399.64135021097,0.46,0.502531767072135
"6795",0.5019920319,19700,27900,0.1040955631,6399.64135021097,0.297,0.502531767072135
"2210",0.3797468354,21200,28300,0.1151832461,6399.64135021097,0.34,0.502531767072135
"1439",0.513562387,29900,39200,0.1607717042,6399.64135021097,0.563,0.2417
"6595",0.5394716354,22200,29800,0.0424497197,6399.64135021097,0.366,0.502531767072135
"1423",0.5033123028,24900,34600,0.0782042941,6652,0.448,0.502531767072135
"4116",0.3146341463,38200,50600,0.1972318339,6399.64135021097,0.727,0.3624
"2922",0.3777777778,32300,45700,0.1647058824,6399.64135021097,0.585,0.125
"758",0.3174794785,46300,57600,0.1463359892,11778,0.731,0.672
"829",0.5099347495,35400,47400,0.0733325573,6399.64135021097,0.659,0.6667
"6309",0.5595880333,26000,34000,0.0744742427,6399.64135021097,0.457,0.502531767072135
"2387",0.5538171691,23000,31600,0.0558375635,6399.64135021097,0.399,0.502531767072135
"5875",0.5118692592,20300,27900,0.0624194987,6399.64135021097,0.322,0.502531767072135
"1641",0.1860465116,59800,70900,0.1283112583,6399.64135021097,0.916,0.827
"3877",0.2775862069,38800,51200,0.1826371826,6399.64135021097,0.712,0.4991
"2018",0.4469736161,32100,39500,0.1847619048,6399.64135021097,0.675,0.3667
"3889",0.4683098592,39100,51200,0.1993670886,6399.64135021097,0.706,0.2265
"4220",0.3758489217,17800,23800,0.048524343,6399.64135021097,0.226,0.1324
"969",0.3573595004,32500,42000,0.1655806182,15897,0.587,0.121
"1922",0.3987813135,31300,41700,0.0777815934,14188,0.53,0.502531767072135
"5381",0.4972857507,33100,44700,0.0815370778,6399.64135021097,0.578,0.502531767072135
"751",0.4467532468,22600,31200,0.0740740741,6399.64135021097,0.403,0.1676
"5718",0.3996120272,48200,0.328442486085343,0.0893155259,6399.64135021097,0.836,0.502531767072135
"6131",0.4373040752,26700,35000,0.1288088643,6399.64135021097,0.48,0.502531767072135
"2309",0.4735294118,34100,44700,0.1522248244,6399.64135021097,0.613,0.3924
"4864",0.5100738751,30300,40400,0.060199005,6399.64135021097,0.562,0.502531767072135
"2545",0.4020356234,26700,35600,0.1264280274,8773,0.486,0.502531767072135
"1965",0.2363523573,35700,45000,0.1816355811,17620,0.739,0.3164
"1238",0.3802197802,31200,39600,0.2016293279,6399.64135021097,0.628,0.3986
"2411",0.5435992579,19200,25600,0.0545718433,6399.64135021097,0.277,0.502531767072135
"3816",0.4662068966,33500,45100,0.1283863369,6399.64135021097,0.62,0.209
"1927",0.2077028886,31100,38800,0.1778907243,14326,0.647,0.5362
"2595",0.380620985,29300,39400,0.1574728901,12149,0.507,0.1867
"7597",0.5449016627,35400,47400,0.0592234885,6399.64135021097,0.565,0.502531767072135
"4717",0.4125,40500,56100,0.1012024048,6399.64135021097,0.652,0.3662
"2914",0.4006309148,51200,61100,0.1988130564,6399.64135021097,0.851,0.3571
"4143",0.1878787879,36100,44600,0.2044134727,6399.64135021097,0.739,0.6309
"3208",0.6,35200,0.328442486085343,0.0574712644,6399.64135021097,0.633,0.502531767072135
"3380",0.2894736842,33400,43400,0.2040816327,6399.64135021097,0.648,0.4876
"2287",0.3611650485,49100,66300,0.1222744763,18205,0.798,0.2375
"6793",0.4927835052,18500,26500,0.1060735672,6399.64135021097,0.275,0.502531767072135
"3096",0.4316546763,20800,30600,0.0584795322,6399.64135021097,0.336,0.502531767072135
"1574",0.5457286432,30400,41500,0.1379003559,6849,0.546,0.502531767072135
"3198",0.5380530973,32700,42300,0.128959276,6399.64135021097,0.64,0.4224
"3431",0.4298986486,33700,46000,0.1314055637,6399.64135021097,0.631,0.502531767072135
"7569",0.5747126437,13900,19200,0.508220223752151,6399.64135021097,0.11,0.502531767072135
"5679",0.5488126649,25100,33600,0.0691144708,6399.64135021097,0.441,0.502531767072135
"7641",0.5214854804,41600,54700,0.0731064995,6399.64135021097,0.697,0.502531767072135
"811",0.2740619902,36100,45700,0.1659324523,6399.64135021097,0.634,0.4286
"1845",0.474137931,26800,36900,0.0665983607,4032,0.462,0.502531767072135
"3712",0.4972857507,33100,44700,0.0815370778,6399.64135021097,0.578,0.502531767072135
"2776",0.5223048327,22600,31400,0.1226415094,8142,0.41,0.502531767072135
"6958",0.4874431058,37100,51300,0.0858097415,6399.64135021097,0.611,0.502531767072135
"3901",0.3789473684,50200,60900,0.1596806387,6399.64135021097,0.845,0.2093
"2361",0.5739491437,23400,33800,0.0545870249,6399.64135021097,0.433,0.502531767072135
"2069",0.504867872,20500,27400,0.0672748005,6399.64135021097,0.329,0.502531767072135
"5860",0.5776997366,24600,34600,0.0629951691,6399.64135021097,0.465,0.502531767072135
"5226",0.4972857507,33100,44700,0.0815370778,6399.64135021097,0.578,0.502531767072135
"1228",0.1011938601,59900,74300,0.1147450111,6399.64135021097,0.864,0.9071
"463",0.4394904459,29100,42000,0.0747126437,6399.64135021097,0.54,0.502531767072135
"2837",0.5590251333,23000,32000,0.0609903382,6399.64135021097,0.425,0.502531767072135
"1258",0.3326693227,38100,50000,0.1914498141,6399.64135021097,0.723,0.4892
"2219",0.4117421335,32600,44000,0.1634214186,17162,0.608,0.502531767072135
"1428",0.4208456244,24300,31700,0.1158167675,8593,0.413,0.0657
"1911",0.259626836,36500,46100,0.1812409289,13898,0.723,0.2227
"1346",0.4824447334,29700,37700,0.1758360302,6552,0.479,0.502531767072135
"3545",0.4851891506,25900,35900,0.1074964639,8118,0.454,0.502531767072135
"207",0.5823882588,26000,35600,0.0601438492,5367,0.407,0.502531767072135
"3914",0.2947019868,25400,35200,0.16875,6399.64135021097,0.491,0.5837
"356",0.5281030445,27700,39600,0.0710339384,6399.64135021097,0.494,0.502531767072135
"1029",0.4187980345,30900,42600,0.1338196864,9752,0.562,0.502531767072135
"981",0.2420460933,32200,45000,0.1951906412,6399.64135021097,0.546,0.1678
"7502",0.5626506024,56900,89100,0.1518026565,6399.64135021097,0.73,0.502531767072135
"1679",0.4455445545,24700,35500,0.1696428571,6399.64135021097,0.423,0.502531767072135
"975",0.4972857507,33100,44700,0.0815370778,6399.64135021097,0.578,0.502531767072135
"2424",0.5119892576,26600,37200,0.0423834455,8209,0.469,0.502531767072135
"3756",0.5393356643,28900,38800,0.0888689408,6425,0.468,0.103
"5049",0.4465691789,24800,30900,0.161971831,10266,0.473,0.502531767072135
"735",0.5393277893,30400,40500,0.1107901199,10436,0.564,0.502531767072135
"881",0.3979328165,19500,27300,0.0569105691,6399.64135021097,0.301,0.0769
"374",0.4897494305,25200,34400,0.0994475138,5782,0.444,0.502531767072135
"4988",0.6377952756,40800,51200,0.1103896104,18631,0.802,0.502531767072135
"703",0.1501845018,56700,68300,0.1389674682,6399.64135021097,0.815,0.7237
"3646",0.5,25000,0.328442486085343,0.1642857143,6399.64135021097,0.439,0.2
"3416",0.5179856115,22100,31200,0.508220223752151,6399.64135021097,0.376,0.502531767072135
"7333",0.5654697135,18300,26200,0.0642784553,6399.64135021097,0.267,0.502531767072135
"1305",0.2144212524,31500,39700,0.2555147059,6399.64135021097,0.631,0.5392
"507",0.1871244635,53800,72200,0.1328382838,6399.64135021097,0.805,0.7795
"2961",0.280501497,37800,49200,0.1605895584,15556,0.685,0.2045
"1044",0.4590163934,18800,24600,0.508220223752151,6399.64135021097,0.241,0.502531767072135
"5321",0.5818181818,20600,26800,0.1891891892,6399.64135021097,0.314,0.502531767072135
"3658",0.4142160095,33800,44800,0.1369187412,11862,0.604,0.502531767072135
"614",0.4750356633,26500,34700,0.1254396249,10394,0.453,0.502531767072135
"2614",0.285,29000,38700,0.1544757033,15445,0.54,0.3628
"7435",0.3544152745,44100,55500,0.1828442438,6399.64135021097,0.776,0.502531767072135
"2307",0.2993492408,48500,64700,0.1396,6399.64135021097,0.772,0.565
"2995",0.6517857143,21200,28600,0.508220223752151,6399.64135021097,0.331,0.502531767072135
"6310",0.5492845787,25700,33200,0.0971849866,6399.64135021097,0.461,0.502531767072135
"5993",0.5118692592,20300,27900,0.0624194987,6399.64135021097,0.322,0.502531767072135
"5770",0.6142384106,17900,25000,0.0572207084,6399.64135021097,0.248,0.502531767072135
"5621",0.6718680339,18000,24000,0.0268997983,6399.64135021097,0.221,0.502531767072135
"2165",0.4813565341,27400,36800,0.1060584048,6432,0.49,0.502531767072135
"2944",0.5229841748,24800,35100,0.1454918033,5488,0.432,0.502531767072135
"5986",0.5118692592,20300,27900,0.0624194987,6399.64135021097,0.322,0.502531767072135
"2680",0.4602564103,23600,32800,0.508220223752151,13523,0.413,0.502531767072135
"3261",0.21669627,34300,44300,0.1691792295,6399.64135021097,0.69,0.7202
"4288",0.4664804469,33800,48200,0.0849056604,6399.64135021097,0.607,0.502531767072135
"7286",0.4253235977,32500,42400,0.1192043294,6399.64135021097,0.592,0.502531767072135
"1300",0.256097561,35500,45500,0.189258312,6399.64135021097,0.738,0.4371
"4976",0.5547445255,33100,0.328442486085343,0.0613496933,10165,0.743,0.502531767072135
"1982",0.3922114047,24300,32300,0.0658096474,3524,0.399,0.502531767072135
"3453",0.2181311881,33800,44200,0.1362958545,16838,0.638,0.549
"1264",0.1855670103,36100,45300,0.2571428571,6399.64135021097,0.724,0.5692
"2716",0.3802816901,26500,33200,0.2274052478,6399.64135021097,0.495,0.2969
"5335",0.4114942529,29800,41000,0.0951456311,6327,0.608,0.502531767072135
"3575",0.5388198758,25200,34600,0.0970245796,6399.64135021097,0.461,0.2308
"5768",0.3649425287,34800,48000,0.1051282051,6399.64135021097,0.584,0.6235
"3075",0.4467365573,28800,39000,0.1125827815,7854,0.517,0.502531767072135
"2079",0.4636986301,24600,32700,0.1213768116,7661,0.431,0.502531767072135
"605",0.4153246753,32600,42700,0.1573878318,15874,0.577,0.1619
"6512",0.4972857507,33100,44700,0.0815370778,6399.64135021097,0.578,0.502531767072135
"3466",0.5542406312,24200,33000,0.0540540541,7065,0.409,0.502531767072135
"802",0.5611552347,24200,33600,0.0697028009,6399.64135021097,0.436,0.2951
"2447",0.4467465199,28700,38800,0.148603352,7088,0.5,0.502531767072135
"523",0.5079626579,33500,44600,0.1136560069,3604,0.597,0.502531767072135
"3205",0.509202454,45300,57800,0.2415730337,6399.64135021097,0.833,0.502531767072135
"4122",0.4639376218,35600,45900,0.1809355693,6399.64135021097,0.681,0.4211
"6807",0.2194444444,34900,46400,0.1992976295,6399.64135021097,0.648,0.502531767072135
"1690",0.3019296254,33700,42500,0.1649048626,6399.64135021097,0.714,0.5218
"6336",0.47036481013588,23900,0.328442486085343,0.2132352941,6399.64135021097,0.427,1
"1298",0.4266487214,26500,35400,0.193258427,10555,0.516,0.502531767072135
"3147",0.4074889868,29800,40800,0.1403508772,13755,0.542,0.2178
"4132",0.2681954138,53500,67100,0.1828463713,6399.64135021097,0.878,0.3344
"4804",0.518134715,24700,0.328442486085343,0.0871559633,13477,0.529,0.502531767072135
"1700",0.4570374275,35000,49500,0.1023587005,12347,0.632,0.502531767072135
"1763",0.2945914845,32000,40700,0.1887201735,6399.64135021097,0.612,0.4378
"5831",0.4972857507,33100,44700,0.0815370778,6399.64135021097,0.578,0.502531767072135
"6085",0.5394716354,22200,29800,0.0424497197,6399.64135021097,0.366,0.502531767072135
"1078",0.4043478261,56600,69600,0.1666666667,6399.64135021097,0.895,0.502531767072135
"1051",0.2406639004,91700,106800,0.508220223752151,6399.64135021097,0.961,0.502531767072135
"3707",0.4631728045,26400,34900,0.1185819071,6399.64135021097,0.469,0.1285
"1132",0.4822380107,34900,45500,0.165158371,6399.64135021097,0.691,0.476
"2546",0.4901566894,29400,40200,0.1261840325,5971,0.529,0.502531767072135
"4822",0.6823529412,21300,29100,0.064171123,6399.64135021097,0.341,0.502531767072135
"2278",0.5183409254,30200,40200,0.1183974487,5828,0.539,0.502531767072135
"2569",0.3297985154,37800,50700,0.1704980843,6399.64135021097,0.699,0.5
"1080",0.3892549417,40000,53500,0.1539534884,6399.64135021097,0.704,0.423
"4812",0.5009633911,31100,44900,0.1096774194,6399.64135021097,0.535,0.502531767072135
"1352",0.3765867419,39500,51000,0.1767015707,6399.64135021097,0.712,0.137
"6968",0.4321678322,38200,49200,0.1459330144,6399.64135021097,0.682,0.3182
"6555",0.5201465201,19500,0.328442486085343,0.0555555556,6399.64135021097,0.274,0.502531767072135
"5282",0.3630136986,33500,42900,0.0828025478,6399.64135021097,0.6,0.502531767072135
"2703",0.5170842825,22800,31100,0.0965872505,10273,0.37,0.502531767072135
"7517",0.5014303228,27600,37900,0.1276965901,6399.64135021097,0.502,0.502531767072135
"82",0.5560058954,21200,28600,0.0533001933,6399.64135021097,0.331,0.2157
"6859",0.536988359,23100,32100,0.0656550919,6399.64135021097,0.352,0.502531767072135
"2607",0.333862194,30800,40100,0.1429411765,11899,0.604,0.2243
"5452",0.5394716354,22200,29800,0.0424497197,6399.64135021097,0.366,0.502531767072135
"5146",0.5737704918,47400,0.328442486085343,0.508220223752151,10537,0.833,0.502531767072135
"3468",0.3674446439,29200,37100,0.1431693989,10563,0.55,0.1538
"3605",0.1124744376,38900,52000,0.142,6399.64135021097,0.707,0.7432
"2245",0.5967365967,29000,40000,0.0549273021,6399.64135021097,0.522,0.502531767072135
"5994",0.5424599577,64500,76200,0.1630267215,6399.64135021097,0.93,0.3508
"3167",0.157480315,34700,45600,0.1656365884,6399.64135021097,0.672,0.7331
"621",0.3656716418,24600,34000,0.1056074766,6399.64135021097,0.456,0.4531
"6786",0.4972857507,33100,44700,0.0815370778,6399.64135021097,0.578,0.502531767072135
"6100",0.4105090312,24700,32600,0.053701016,6399.64135021097,0.468,0.502531767072135
"6397",0.5118692592,20300,27900,0.0624194987,6399.64135021097,0.322,0.502531767072135
"7628",0.5214854804,41600,54700,0.0731064995,6399.64135021097,0.697,0.502531767072135
"527",0.4096701649,36800,48800,0.1482691052,15913,0.665,0.2722
"2754",0.4590230117,25100,34000,0.0705801343,5476,0.448,0.502531767072135
"3911",0.4699348908,28800,40200,0.1112973517,6960,0.51,0.502531767072135
"764",0.4680497925,26100,35700,0.0984493329,5523,0.469,0.502531767072135
"5827",0.4285714286,16600,22100,0.09375,6399.64135021097,0.198,0.502531767072135
"5375",0.5627118644,30400,38200,0.1191167926,5552,0.519,0.502531767072135
"379",0.3554817276,72300,88000,0.1217656012,6399.64135021097,0.918,0.502531767072135
"302",0.5529237602,17300,25000,0.0869341564,6399.64135021097,0.254,0.502531767072135
"2135",0.4304511278,26700,36500,0.1081314879,9676,0.459,0.502531767072135
"3637",0.4776002096,27300,36800,0.1395673412,7580,0.514,0.502531767072135
"1919",0.3115079365,36900,47100,0.1887141536,13216,0.677,0.3277
"3071",0.2942176871,32000,41400,0.15261959,6399.64135021097,0.556,0.3994
"2661",0.5009615385,20300,28500,0.508220223752151,6804,0.322,0.502531767072135
"898",0.5695067265,17500,21600,0.508220223752151,6399.64135021097,0.202,0.502531767072135
"509",0.4890465906,32100,43100,0.0935357493,6171,0.521,0.502531767072135
"3210",0.3768736617,33600,44600,0.1574167508,6399.64135021097,0.656,0.5128
"2685",0.4302385096,25100,34100,0.076056338,8507,0.441,0.502531767072135
"1235",0.1367127496,64800,76400,0.1619190405,6399.64135021097,0.914,0.5729
"393",0.1998933902,47700,60200,0.1457387796,6399.64135021097,0.755,0.6886
"4768",0.4897959184,22900,32500,0.1479820628,166,0.368,0.502531767072135
"4375",0.4084507042,22000,30400,0.123119015,6399.64135021097,0.379,0.502531767072135
"3443",0.3511904762,26700,0.328442486085343,0.1909547739,6399.64135021097,0.5,0.2273
"14",0.4874431058,37100,51300,0.0858097415,6399.64135021097,0.611,0.0476
"3197",0.4512022631,37600,52400,0.1712846348,6399.64135021097,0.7,0.5876
"1889",0.3469251337,42900,54200,0.1662721893,6399.64135021097,0.73,0.2844
"7461",0.4429472477,29200,40300,0.138946281,6399.64135021097,0.515,0.502531767072135
"5181",0.6605664488,22100,30700,0.0457113508,6399.64135021097,0.339,0.502531767072135
"1181",0.2451612903,37600,49200,0.1812577065,6399.64135021097,0.683,0.5276
"3446",0.278201866,29500,36600,0.1704361874,6399.64135021097,0.573,0.4525
"4994",0.5992438563,32500,43700,0.1255961844,11589,0.65,0.502531767072135
"3334",0.3053052326,40900,54600,0.1578042283,13391,0.718,0.2567
"2872",0.4656913967,27000,36700,0.1088168802,6799,0.494,0.502531767072135
"852",0.445038961,27300,36200,0.094277881,6267,0.498,0.502531767072135
"1736",0.486789073,37500,52400,0.1017253774,12122,0.652,0.502531767072135
"6242",0.3720848057,27100,36300,0.0988575781,6399.64135021097,0.468,0.502531767072135
"3151",0.4321678322,38200,49200,0.1459330144,6399.64135021097,0.682,0.36
"3598",0.502283105,19800,28400,0.508220223752151,6399.64135021097,0.365,0.502531767072135
"5492",0.5623486683,22000,31300,0.048617306,6399.64135021097,0.401,0.502531767072135
"1123",0.4848866499,22000,30900,0.0606694561,6399.64135021097,0.363,0.502531767072135
"6134",0.5394716354,22200,29800,0.0424497197,6399.64135021097,0.366,0.502531767072135
"1370",0.3991564417,34900,46100,0.1525829627,9570,0.67,0.502531767072135
"7532",0.5214854804,41600,54700,0.0731064995,6399.64135021097,0.697,0.502531767072135
"968",0.47036481013588,25400,33000,0.193877551,6399.64135021097,0.39,0.2857
"165",0.5190839695,15700,0.328442486085343,0.0733333333,6399.64135021097,0.154,0.502531767072135
"2113",0.5776566757,23200,31300,0.0970688999,8036,0.388,0.502531767072135
"1185",0.4175824176,20900,0.328442486085343,0.1188118812,6399.64135021097,0.391,0.502531767072135
"2878",0.1893287435,36600,47900,0.1363636364,6399.64135021097,0.685,0.7881
"3313",0.3053052326,40900,54600,0.1578042283,22431,0.718,0.4428
"6098",0.5046106557,24200,34100,0.0680437424,6399.64135021097,0.462,0.502531767072135
"398",0.4661654135,24900,0.328442486085343,0.1633986928,6399.64135021097,0.446,0.502531767072135
